Customer_Ref,Marital Status,Gender,Annual Income,Total Children,EducationLevel,Occupation,Age,Home Owner,,
customer22886,M,m,"£47,711",2,Bachelors,Clerical,44,N,,
customer22887,M,f,"£70,772",2,High School,Management,42,Y,,
customer22888,M,f,"£66,061",3,Partial High School,Management,22,N,,
customer22889,M,f,"£54,486",4,High School,Manual,25,N,,
customer22890,M,m,"£54,358",0,Bachelors,Professional,43,Y,,
customer22891,S,f,"£52,630",5,High School,Manual,54,Y,,
customer22892,M,m,"£30,881",0,Partial High School,Skilled Manual,50,Y,,
customer22893,M,f,"£42,316",1,Bachelors,Clerical,37,N,,
customer22894,M,f,"£81,607",5,Partial High School,Clerical,34,N,,
customer22895,S,m,"£47,794",1,Partial High School,Professional,28,Y,,
customer22896,M,m,"£75,280",2,Graduate Degree,Professional,53,N,,
customer22897,M,m,"£34,835",3,High School,Management,35,Y,,
customer22898,M,f,"£50,513",1,Partial College,Skilled Manual,51,N,,
customer22899,S,f,"£31,104",5,Partial College,Manual,27,Y,,
customer22900,S,f,"£51,827",0,Graduate Degree,Skilled Manual,32,N,,
customer22901,S,m,"£62,861",5,Bachelors,Manual,38,N,,
customer22902,S,m,"£76,888",5,Partial High School,Management,25,N,,
customer22903,S,f,"£44,300",0,Partial College,Management,34,N,,
customer22904,M,m,"£88,203",2,Bachelors,Skilled Manual,24,N,,
customer22905,M,f,"£71,747",3,Bachelors,Professional,45,Y,,
customer22906,M,m,"£57,483",4,Graduate Degree,Professional,29,N,,
customer22907,M,f,"£37,565",0,Partial College,Management,46,Y,,
customer22908,M,f,"£62,240",2,High School,Management,55,Y,,
customer22909,S,f,"£46,937",5,High School,Clerical,22,Y,,
customer22910,M,f,"£68,601",3,Graduate Degree,Clerical,53,Y,,
customer22911,M,f,"£40,861",0,High School,Skilled Manual,22,Y,,
customer22912,S,m,"£52,032",3,Bachelors,Professional,36,N,,
customer22913,M,m,"£71,605",3,Partial High School,Professional,41,Y,,
customer22914,M,m,"£84,900",1,Partial College,Professional,38,Y,,
customer22915,M,m,"£86,742",1,Partial High School,Clerical,29,Y,,
customer22916,S,f,"£66,412",3,High School,Clerical,55,Y,,
customer22917,S,m,"£73,509",5,Bachelors,Clerical,50,Y,,
customer22918,S,f,"£55,313",4,Partial College,Clerical,32,Y,,
customer22919,M,f,"£55,364",2,Partial High School,Skilled Manual,51,Y,,
customer22920,M,f,"£79,571",1,High School,Clerical,37,N,,
customer22921,M,m,"£67,267",1,Bachelors,Management,50,Y,,
customer22922,M,f,"£76,579",3,Partial College,Skilled Manual,53,Y,,
customer22923,M,f,"£72,862",2,Bachelors,Skilled Manual,44,Y,,
customer22924,M,f,"£44,504",4,Bachelors,Management,46,Y,,
customer22925,S,f,"£65,835",4,Partial High School,Clerical,49,Y,,
customer22926,M,f,"£73,008",5,Bachelors,Professional,28,Y,,
customer22927,M,f,"£51,154",3,Partial College,Skilled Manual,25,Y,,
customer22928,S,f,"£30,402",4,Partial College,Professional,27,Y,,
customer22929,M,f,"£63,790",3,High School,Professional,45,Y,,
customer22930,S,f,"£56,843",4,Bachelors,Management,36,N,,
customer22931,S,f,"£81,760",4,Partial High School,Manual,46,N,,
customer22932,M,m,"£36,610",3,Graduate Degree,Professional,38,N,,
customer22933,S,m,"£34,729",4,Partial High School,Skilled Manual,41,Y,,
customer22934,S,f,"£46,863",0,Partial High School,Manual,54,Y,,
customer22935,M,m,"£62,624",1,High School,Skilled Manual,55,Y,,
customer22936,M,m,"£33,077",1,High School,Skilled Manual,29,Y,,
customer22937,M,m,"£50,374",2,Graduate Degree,Skilled Manual,23,N,,
customer22938,M,f,"£87,808",1,Graduate Degree,Clerical,35,N,,
customer22939,S,f,"£56,629",5,High School,Professional,51,N,,
customer22940,M,f,"£73,339",2,Graduate Degree,Management,42,N,,
customer22941,M,m,"£74,742",1,High School,Professional,43,Y,,
customer22942,S,m,"£64,156",4,High School,Clerical,55,Y,,
customer22943,M,f,"£84,557",3,Partial College,Management,39,Y,,
customer22944,M,m,"£74,955",4,Partial College,Clerical,48,Y,,
customer22945,S,f,"£48,585",1,Partial College,Clerical,41,Y,,
customer22946,S,f,"£63,076",4,Bachelors,Professional,45,Y,,
customer22947,M,f,"£86,585",5,High School,Manual,36,Y,,
customer22948,M,f,"£54,064",2,Graduate Degree,Management,37,Y,,
customer22949,M,m,"£72,734",1,Partial College,Manual,43,Y,,
customer22950,S,f,"£69,139",5,Graduate Degree,Professional,41,N,,
customer22951,S,m,"£68,221",4,High School,Skilled Manual,23,N,,
customer22952,M,m,"£70,496",3,Partial High School,Professional,22,Y,,
customer22953,M,m,"£88,289",3,Partial College,Professional,41,Y,,
customer22954,M,m,"£69,854",3,High School,Skilled Manual,38,Y,,
customer22955,M,m,"£77,958",0,Partial High School,Professional,52,N,,
customer22956,M,f,"£71,298",4,Graduate Degree,Professional,37,Y,,
customer22957,S,m,"£62,740",4,Partial College,Clerical,43,N,,
customer22958,M,f,"£78,259",1,Graduate Degree,Manual,51,N,,
customer22959,M,m,"£44,010",0,Bachelors,Skilled Manual,46,Y,,
customer22960,M,m,"£75,761",4,Partial High School,Professional,43,Y,,
customer22961,M,m,"£50,258",2,High School,Management,30,N,,
customer22962,M,f,"£50,873",4,Bachelors,Manual,39,Y,,
customer22963,S,m,"£67,050",2,Partial High School,Clerical,32,Y,,
customer22964,M,f,"£64,675",0,Graduate Degree,Professional,42,Y,,
customer22965,S,f,"£45,115",5,Partial College,Professional,33,Y,,
customer22966,M,m,"£69,925",2,Partial High School,Management,51,Y,,
customer22967,S,m,"£73,636",2,Partial High School,Management,35,N,,
customer22968,S,f,"£86,703",1,Graduate Degree,Skilled Manual,39,Y,,
customer22969,S,f,"£82,014",0,Graduate Degree,Management,37,N,,
customer22970,S,f,"£85,342",0,Graduate Degree,Skilled Manual,49,Y,,
customer22971,M,m,"£87,942",2,Partial College,Professional,29,Y,,
customer22972,S,f,"£86,276",0,High School,Skilled Manual,45,N,,
customer22973,S,f,"£56,753",3,High School,Manual,42,N,,
customer22974,S,m,"£60,254",4,Bachelors,Clerical,47,N,,
customer22975,S,f,"£67,914",0,Partial High School,Management,28,N,,
customer22976,S,m,"£86,684",1,Partial High School,Skilled Manual,28,N,,
customer22977,M,f,"£62,717",3,Graduate Degree,Skilled Manual,53,N,,
customer22978,S,m,"£43,802",1,Partial High School,Manual,54,N,,
customer22979,S,m,"£48,236",4,Partial High School,Clerical,25,N,,
customer22980,S,m,"£64,461",0,Bachelors,Skilled Manual,23,Y,,
customer22981,M,f,"£51,259",3,Partial College,Clerical,22,N,,
customer22982,M,f,"£65,204",5,High School,Skilled Manual,33,N,,
customer22983,M,f,"£56,933",3,High School,Professional,47,Y,,
customer22984,M,f,"£69,391",3,Bachelors,Manual,44,Y,,
customer22985,S,f,"£52,023",2,High School,Clerical,22,Y,,
customer22986,S,f,"£48,152",0,Partial High School,Manual,44,Y,,
customer22987,M,m,"£52,423",4,Partial College,Manual,38,N,,
customer22988,M,m,"£69,365",3,Partial College,Skilled Manual,32,Y,,
customer22989,S,m,"£82,162",3,Partial High School,Management,33,Y,,
customer22990,M,f,"£72,419",3,Partial High School,Management,24,Y,,
customer22991,S,f,"£79,071",1,Graduate Degree,Management,26,Y,,
customer22992,S,m,"£37,713",0,Graduate Degree,Professional,34,N,,
customer22993,S,f,"£33,399",5,High School,Professional,44,Y,,
customer22994,S,m,"£39,204",1,High School,Professional,23,Y,,
customer22995,M,f,"£48,704",3,Partial College,Management,33,N,,
customer22996,M,m,"£53,365",2,Partial High School,Clerical,41,Y,,
customer22997,M,m,"£37,162",4,Bachelors,Professional,42,Y,,
customer22998,S,f,"£57,289",1,Bachelors,Skilled Manual,28,N,,
customer22999,M,f,"£87,498",5,Partial High School,Professional,55,Y,,
customer23000,S,f,"£39,334",0,Graduate Degree,Professional,23,N,,
customer23001,M,m,"£53,727",5,Partial College,Management,23,Y,,
customer23002,S,f,"£56,442",1,Bachelors,Professional,46,Y,,
customer23003,M,f,"£62,015",3,Partial High School,Professional,30,N,,
customer23004,S,m,"£67,261",5,Partial High School,Manual,39,N,,
customer23005,S,m,"£73,205",1,High School,Clerical,32,Y,,
customer23006,M,f,"£76,896",5,Bachelors,Clerical,39,N,,
customer23007,M,m,"£65,942",0,Partial High School,Clerical,28,Y,,
customer23008,S,m,"£79,537",3,High School,Management,34,N,,
customer23009,S,f,"£47,777",1,High School,Professional,42,Y,,
customer23010,M,m,"£40,189",1,Partial High School,Skilled Manual,39,N,,
customer23011,M,m,"£33,427",2,Partial High School,Management,23,N,,
customer23012,S,f,"£64,588",2,Bachelors,Clerical,41,N,,
customer23013,S,m,"£78,767",2,Partial High School,Professional,35,Y,,
customer23014,M,m,"£56,299",0,Partial High School,Clerical,50,Y,,
customer23015,S,f,"£78,536",2,High School,Skilled Manual,48,N,,
customer23016,M,m,"£49,450",2,Bachelors,Professional,26,N,,
customer23017,S,m,"£65,307",5,High School,Skilled Manual,25,Y,,
customer23018,S,f,"£49,708",1,Graduate Degree,Management,47,N,,
customer23019,M,m,"£65,190",2,Partial High School,Management,25,N,,
customer23020,S,f,"£77,481",3,Partial High School,Manual,34,Y,,
customer23021,S,f,"£52,059",0,Graduate Degree,Clerical,27,Y,,
customer23022,S,f,"£32,907",1,High School,Clerical,43,Y,,
customer23023,S,f,"£86,814",5,Partial High School,Skilled Manual,43,N,,
customer23024,M,m,"£46,325",4,Graduate Degree,Professional,46,N,,
customer23025,S,f,"£76,567",2,Bachelors,Clerical,30,Y,,
customer23026,S,m,"£41,663",3,High School,Professional,28,Y,,
customer23027,S,f,"£75,731",0,Bachelors,Skilled Manual,48,Y,,
customer23028,M,m,"£71,599",2,Bachelors,Management,33,Y,,
customer23029,S,m,"£74,588",5,Graduate Degree,Clerical,28,Y,,
customer23030,M,m,"£77,200",2,Partial High School,Skilled Manual,40,N,,
customer23031,M,f,"£54,056",3,High School,Clerical,36,N,,
customer23032,S,m,"£74,817",4,Graduate Degree,Management,34,Y,,
customer23033,M,f,"£75,812",1,Partial College,Manual,39,N,,
customer23034,M,m,"£87,982",3,High School,Manual,54,Y,,
customer23035,M,f,"£51,282",1,Partial High School,Management,48,Y,,
customer23036,S,m,"£38,882",2,Graduate Degree,Skilled Manual,33,Y,,
customer23037,M,f,"£35,127",0,Partial College,Skilled Manual,50,Y,,
customer23038,M,m,"£45,024",1,High School,Manual,25,Y,,
customer23039,M,m,"£80,059",3,Bachelors,Professional,32,N,,
customer23040,M,m,"£85,134",4,High School,Skilled Manual,32,Y,,
customer23041,S,f,"£56,657",2,Partial College,Manual,35,N,,
customer23042,M,f,"£84,040",4,High School,Professional,37,Y,,
customer23043,M,m,"£82,585",3,Partial High School,Manual,55,N,,
customer23044,S,m,"£45,217",5,High School,Manual,34,Y,,
customer23045,S,f,"£67,820",3,Partial High School,Management,34,Y,,
customer23046,S,f,"£30,401",1,Partial High School,Professional,49,N,,
customer23047,M,m,"£32,958",4,Bachelors,Skilled Manual,55,N,,
customer23048,M,f,"£76,383",0,High School,Professional,33,Y,,
customer23049,M,m,"£63,967",4,Partial College,Skilled Manual,47,Y,,
customer23050,M,m,"£62,504",5,Partial College,Manual,35,Y,,
customer23051,S,m,"£34,289",2,Partial College,Management,52,Y,,
customer23052,S,m,"£87,132",5,Partial High School,Professional,47,Y,,
customer23053,M,f,"£35,873",3,Partial College,Clerical,49,N,,
customer23054,S,m,"£82,737",1,Partial High School,Skilled Manual,46,Y,,
customer23055,S,m,"£71,457",2,Bachelors,Professional,51,Y,,
customer23056,M,f,"£41,012",3,Graduate Degree,Clerical,55,N,,
customer23057,M,f,"£69,017",2,Graduate Degree,Professional,24,N,,
customer23058,M,m,"£63,084",0,High School,Manual,48,Y,,
customer23059,M,m,"£63,658",2,Partial High School,Clerical,49,N,,
customer23060,S,f,"£67,150",0,Bachelors,Manual,52,Y,,
customer23061,S,f,"£80,061",2,Graduate Degree,Skilled Manual,55,N,,
customer23062,M,m,"£89,451",0,Partial High School,Skilled Manual,23,N,,
customer23063,M,m,"£44,720",1,Graduate Degree,Manual,54,Y,,
customer23064,S,m,"£40,582",4,High School,Skilled Manual,45,N,,
customer23065,M,f,"£41,070",5,High School,Manual,51,N,,
customer23066,M,m,"£65,923",1,Partial College,Clerical,24,N,,
customer23067,S,f,"£44,138",5,Partial High School,Clerical,28,Y,,
customer23068,S,m,"£46,069",1,Partial College,Manual,51,Y,,
customer23069,S,f,"£56,588",3,Graduate Degree,Manual,53,N,,
customer23070,M,m,"£64,396",3,Partial High School,Skilled Manual,48,N,,
customer23071,S,f,"£77,763",3,High School,Management,47,N,,
customer23072,M,m,"£73,142",4,Partial High School,Management,26,N,,
customer23073,S,f,"£42,740",5,Partial High School,Clerical,37,N,,
customer23074,S,f,"£76,950",1,High School,Skilled Manual,36,Y,,
customer23075,S,m,"£36,764",4,Graduate Degree,Professional,54,N,,
customer23076,S,m,"£82,808",4,Bachelors,Skilled Manual,35,N,,
customer23077,M,m,"£31,571",0,Partial High School,Clerical,32,Y,,
customer23078,S,f,"£73,324",5,Partial High School,Skilled Manual,33,N,,
customer23079,M,f,"£72,617",4,Partial High School,Clerical,25,Y,,
customer23080,M,m,"£85,818",2,Bachelors,Clerical,43,Y,,
customer23081,M,m,"£67,003",5,Partial High School,Manual,29,Y,,
customer23082,M,m,"£66,554",4,Partial High School,Manual,36,N,,
customer23083,S,f,"£73,798",0,High School,Professional,37,N,,
customer23084,M,m,"£36,138",1,High School,Professional,41,N,,
customer23085,M,m,"£77,920",4,Partial College,Manual,26,Y,,
customer23086,S,m,"£50,928",5,Partial High School,Manual,22,N,,
customer23087,S,f,"£72,367",3,Partial College,Skilled Manual,25,Y,,
customer23088,S,m,"£52,753",0,Partial College,Manual,29,N,,
customer23089,M,f,"£83,602",4,Graduate Degree,Clerical,26,Y,,
customer23090,M,f,"£62,448",1,Bachelors,Skilled Manual,33,Y,,
customer23091,S,m,"£53,463",3,High School,Professional,55,N,,
customer23092,M,f,"£35,752",0,Bachelors,Manual,32,N,,
customer23093,S,f,"£68,545",4,Bachelors,Clerical,35,Y,,
customer23094,M,m,"£38,668",2,High School,Skilled Manual,33,N,,
customer23095,S,f,"£62,052",5,Graduate Degree,Manual,44,N,,
customer23096,M,m,"£31,847",0,Partial High School,Clerical,53,N,,
customer23097,M,m,"£43,798",1,Partial High School,Manual,54,Y,,
customer23098,S,m,"£50,606",4,Partial High School,Management,37,Y,,
customer23099,S,m,"£42,197",4,Partial High School,Clerical,39,N,,
customer23100,S,m,"£53,268",0,Partial High School,Management,48,Y,,
customer23101,S,f,"£73,083",3,Bachelors,Professional,26,Y,,
customer23102,S,m,"£48,700",1,Bachelors,Professional,28,Y,,
customer23103,M,f,"£56,843",3,Graduate Degree,Skilled Manual,43,N,,
customer23104,M,m,"£70,618",4,High School,Management,30,N,,
customer23105,S,m,"£34,366",1,Graduate Degree,Professional,33,Y,,
customer23106,S,f,"£54,463",3,High School,Management,42,Y,,
customer23107,M,f,"£36,320",2,Partial High School,Clerical,38,Y,,
customer23108,M,m,"£86,333",4,High School,Skilled Manual,47,Y,,
customer23109,M,f,"£67,272",4,Bachelors,Management,22,N,,
customer23110,S,f,"£80,132",1,Bachelors,Management,36,N,,
customer23111,S,f,"£55,016",5,Partial High School,Skilled Manual,29,N,,
customer23112,M,m,"£37,565",5,Partial College,Management,51,N,,
customer23113,M,m,"£67,105",1,Partial College,Manual,39,N,,
customer23114,M,f,"£62,400",1,Bachelors,Professional,42,N,,
customer23115,M,f,"£31,867",5,High School,Clerical,41,N,,
customer23116,M,f,"£31,620",1,Bachelors,Skilled Manual,52,Y,,
customer23117,S,m,"£38,468",2,Partial High School,Professional,40,Y,,
customer23118,S,m,"£62,929",0,Partial High School,Skilled Manual,47,N,,
customer23119,S,f,"£73,506",4,Partial High School,Professional,25,N,,
customer23120,M,f,"£32,618",4,Graduate Degree,Clerical,43,N,,
customer23121,S,m,"£50,480",1,High School,Professional,49,N,,
customer23122,M,f,"£56,960",4,Partial High School,Skilled Manual,50,Y,,
customer23123,M,f,"£61,592",0,Partial College,Management,52,N,,
customer23124,S,m,"£64,147",4,Partial High School,Professional,42,N,,
customer23125,M,m,"£40,741",1,Partial High School,Management,34,N,,
customer23126,S,m,"£34,192",5,Partial High School,Management,24,Y,,
customer23127,S,f,"£53,119",4,Partial High School,Skilled Manual,24,N,,
customer23128,S,m,"£41,848",1,Partial High School,Professional,46,N,,
customer23129,S,f,"£37,388",5,Partial High School,Clerical,53,Y,,
customer23130,M,m,"£75,083",4,Partial High School,Skilled Manual,28,N,,
customer23131,S,m,"£47,391",4,Partial High School,Professional,51,N,,
customer23132,S,m,"£46,693",4,Graduate Degree,Clerical,43,Y,,
customer23133,M,f,"£49,082",2,Partial College,Manual,29,Y,,
customer23134,M,f,"£54,513",5,Bachelors,Professional,46,N,,
customer23135,M,f,"£76,074",3,High School,Manual,48,N,,
customer23136,S,f,"£55,563",5,Partial High School,Skilled Manual,40,N,,
customer23137,M,f,"£59,309",5,Partial High School,Professional,39,N,,
customer23138,S,f,"£46,268",3,Partial College,Manual,34,N,,
customer23139,M,m,"£49,795",2,Partial High School,Management,37,N,,
customer23140,S,f,"£63,781",3,High School,Skilled Manual,51,N,,
customer23141,M,f,"£30,034",3,High School,Manual,24,N,,
customer23142,S,f,"£51,079",5,Graduate Degree,Manual,24,Y,,
customer23143,S,m,"£83,904",2,Partial College,Clerical,43,Y,,
customer23144,S,f,"£83,794",0,Partial College,Management,50,N,,
customer23145,S,f,"£40,829",5,Bachelors,Clerical,37,N,,
customer23146,S,m,"£66,007",3,High School,Management,26,Y,,
customer23147,S,m,"£87,035",2,Bachelors,Manual,35,Y,,
customer23148,M,m,"£64,411",1,High School,Management,47,Y,,
customer23149,M,f,"£47,953",0,Bachelors,Management,28,Y,,
customer23150,M,f,"£89,134",3,High School,Management,38,N,,
customer23151,M,m,"£36,739",2,Graduate Degree,Manual,39,Y,,
customer23152,M,m,"£51,371",2,High School,Professional,48,Y,,
customer23153,S,f,"£34,370",0,High School,Manual,34,N,,
customer23154,S,f,"£70,964",2,High School,Professional,42,Y,,
customer23155,S,f,"£54,512",0,Graduate Degree,Management,34,N,,
customer23156,S,f,"£60,847",0,Partial College,Management,40,N,,
customer23157,S,m,"£37,519",2,Graduate Degree,Clerical,31,Y,,
customer23158,M,f,"£89,498",1,Partial College,Management,42,N,,
customer23159,M,f,"£30,868",3,Bachelors,Clerical,41,N,,
customer23160,M,m,"£38,227",2,Partial College,Skilled Manual,44,N,,
customer23161,S,f,"£72,222",0,Partial High School,Manual,52,Y,,
customer23162,S,f,"£67,721",0,Graduate Degree,Professional,35,N,,
customer23163,M,m,"£56,541",5,High School,Clerical,54,Y,,
customer23164,S,f,"£84,993",0,High School,Skilled Manual,28,N,,
customer23165,S,f,"£32,512",4,Bachelors,Skilled Manual,41,N,,
customer23166,M,f,"£47,956",1,Graduate Degree,Skilled Manual,53,N,,
customer23167,S,f,"£52,297",5,High School,Manual,41,Y,,
customer23168,S,m,"£55,213",1,Partial College,Skilled Manual,22,N,,
customer23169,S,m,"£72,793",3,Partial College,Clerical,39,Y,,
